X,Y
-94.07740850801414,52.77984740485343
-100.10824227902013,54.47370948220362
-94.3948208117513,54.31200522531566
-99.15600536780867,53.986681810456986
-93.6806431283426,54.840930431401745
-96.25961809620686,55.09147306897532
-94.3948208117513,54.42757328649802
-94.23611678243931,54.81807578911133
-96.72274643720063,54.312846808275026
-98.230454879952,54.2433512004896
-97.71465988637908,54.289694628617724
-96.72274643720063,54.335985969714585
-96.00856875379192,54.543653190451266
-97.11951226899916,55.228297371153474
-99.06366262938911,55.183015933495824
-120.44931659367991,53.42388019245985
-117.2751939177843,53.56550089012936
-119.40587925957692,53.40023086317606
-109.76898516333627,48.99464099397434
-123.62585009884603,62.34011359805345
-104.42785630320145,61.70749591632756
-119.34200024361971,63.17527062383931
-118.31070305625028,62.8150629873148
-119.02467803212144,64.46989824996055
-135.2874413714074,62.560264070493105
-104.82450821067728,64.22951673645758
-112.13818487573138,61.81837716633757
-116.50136528383237,62.52201001982996
-121.73718177355386,62.338428444887086
-122.60981785517399,64.39986375210756
-117.6119930240765,64.57071845266924
-124.91040388853648,63.775890097523444
-122.60981785517399,61.81837716633757
-74.85282502468596,54.803174380748885
-70.96562793383217,57.111651097431746
-74.61483336606196,54.71162066508043
-72.79023064994706,54.018348118722486
-72.86956120282173,53.59675087499426
-72.3142507248323,53.971713196951725
-71.69531689695862,54.021577038208505
-70.40118893494301,54.96569000329481
-74.44704713154567,54.27674946039747
-121.4900649861622,59.66997031323206
-122.66184698443897,57.33968179720574
-104.73314203478758,58.102234809018455
-101.63925047267928,62.16520120604392
-95.45146810810601,64.10036753197812
-99.55319994415147,65.51168248863286
-108.35391954331654,56.76611270001277
-120.38788980840074,62.53670819076069
-123.49915406966858,63.93740177837026
-122.10901471888936,63.85001416574241
-120.05690424869167,64.37027769225912
-121.38084648752894,63.79160451251576
-122.57239450248233,63.43859435517143
-120.91746670393565,64.45604495828889
-120.52028403228464,64.25550364453568
-120.25549558451718,64.05349611052642
-118.86535623373797,64.11136264096217
-117.80620244266814,64.34162898098464
-116.94563998742382,63.61564748308027
-96.35833817350427,54.680141175391384
-98.54284286758585,55.58829980896459
-107.61184720362127,55.438373002402216
-103.772414710993,55.70037043879333
-101.78650135273725,55.70037043879333
-100.92593889749295,55.81212063277911
-100.79354467360906,55.81212063277911
-103.92928513071664,57.30605275042757
-106.1799868847395,58.11929637916231
-112.20392407144904,58.743078829567935
-116.44053923572831,58.743078829567935
-118.42645259398405,58.224028607777086
-119.41940927311225,57.1627485219428
-120.34616884029819,56.18079975132795
-120.87574573583309,55.922027078459394
-120.87574573583309,55.66151515958697
-120.94194284777504,55.549333215224635
